,0,1,2,3,4,5,6,7,8
76,442.0,5.0,78.0,17.0,496.0,400.0,27.0,3.2,3.199999999999994
77,4979.0,229.0,27.0,73.0,1585.0,350.0,25.0,3.5,3.5
78,2658.0,192.0,31.0,37.0,1058.0,300.0,0.0,4.1,4.097000000000006
79,2121.0,140.0,12.0,24.0,1585.0,600.0,21.0,3.5,3.5
80,3963.0,23.0,51.0,73.0,2284.0,300.0,20.0,3.1,3.1000000000000005
81,2725.0,864.0,15.0,26.0,905.0,1.0,20.0,4.3,4.300000000000008
82,4056.0,21.0,0.0,86.0,398.0,600.0,13.0,3.2,3.2169999999999943
83,2999.0,992.0,45.0,16.0,562.0,600.0,16.0,4.1,4.100000000000006
84,6443.0,1017.0,29.0,69.0,1211.0,1.3,13.0,4.0,4.0
85,440.0,1241.0,43.0,16.0,475.0,700.0,18.0,4.0,4.0
86,2900.0,16.0,31.0,73.0,2149.0,100.0,13.0,3.7,3.699999999999993
87,5944.0,37.0,46.0,43.0,1055.0,500.0,0.0,4.1,4.100000000000006
88,2759.0,24.0,0.0,73.0,2105.0,300.0,17.0,3.6,3.600000000000003
89,4486.0,53.0,27.0,73.0,1649.0,300.0,25.0,2.8,2.800000000000005
90,2337.0,9.0,31.0,73.0,2149.0,100.0,12.0,3.4,3.3999999999999972
91,3765.0,2714.0,42.0,16.0,562.0,1.0,17.0,4.2,4.199999999999993
92,2249.0,8.0,22.0,73.0,272.0,350.0,16.0,3.4,3.3999999999999972
93,4673.0,121.0,9.0,73.0,2044.0,900.0,23.0,4.0,4.0
94,2586.0,2254.0,44.0,24.0,845.0,1.1,19.0,4.3,4.300000000000008
95,4128.0,208.0,44.0,16.0,671.0,800.0,17.0,4.5,4.5
96,563.0,255.0,85.0,16.0,559.0,500.0,7.0,4.2,4.199999999999992
97,1296.0,207.0,13.0,73.0,2149.0,200.0,27.0,4.5,4.3279999999999985
98,2848.0,33.0,77.0,5.0,222.0,400.0,27.0,3.5,3.5
99,462.0,1557.0,40.0,68.0,1228.0,1.2,17.0,4.3,4.300000000000008
100,575.0,73.0,50.0,57.0,2270.0,2.5,20.0,3.9,3.899999999999995
101,740.0,13.0,88.0,73.0,50.0,350.0,29.0,3.2,3.199999999999994
102,1102.0,72.0,3.0,37.0,1035.0,350.0,0.0,3.9,3.893999999999997
103,904.0,131.0,27.0,37.0,1035.0,300.0,18.0,4.3,4.2800000000000065
104,1773.0,2749.0,8.0,7.0,977.0,1.3,27.0,4.3,4.300000000000008
105,4638.0,217.0,81.0,24.0,1757.0,650.0,25.0,3.5,3.5
106,3465.0,1431.0,12.0,25.0,700.0,1.7,27.0,4.5,4.5
107,1002.0,22.0,0.0,16.0,597.0,500.0,0.0,3.6,3.600000000000003
108,2915.0,112.0,70.0,73.0,1401.0,500.0,7.0,3.6,3.600000000000003
109,2441.0,1721.0,12.0,57.0,966.0,1.3,21.0,4.3,4.300000000000008
110,2954.0,367.0,46.0,16.0,475.0,350.0,19.0,4.1,4.101000000000006
111,4586.0,170.0,19.0,73.0,1747.0,350.0,8.0,4.0,3.5419999999999994
112,1206.0,257.0,32.0,24.0,1888.0,500.0,11.0,3.4,3.3999999999999972
113,4393.0,39.0,12.0,24.0,2034.0,750.0,7.0,3.7,3.4089999999999994
114,2216.0,14.0,29.0,0.0,230.0,300.0,0.0,3.6,3.600000000000003
115,5098.0,164.0,0.0,82.0,2302.0,150.0,0.0,4.0,3.960999999999999
116,1527.0,4.0,36.0,73.0,866.0,400.0,15.0,3.3,3.300000000000006
117,3775.0,1880.0,0.0,16.0,551.0,900.0,19.0,4.5,4.5
118,3533.0,6.0,22.0,86.0,1819.0,150.0,16.0,3.2,3.222999999999995
119,3526.0,1322.0,29.0,24.0,1684.0,1.2,12.0,4.1,4.100000000000006
120,351.0,264.0,27.0,75.0,892.0,700.0,11.0,4.0,4.0
121,3570.0,337.0,6.0,24.0,1585.0,450.0,4.0,2.1,2.099999999999996
122,742.0,159.0,31.0,24.0,358.0,700.0,13.0,3.7,3.702999999999993
123,4631.0,4.0,88.0,73.0,333.0,250.0,29.0,3.2,3.2890000000000055
124,5275.0,74.0,7.0,24.0,176.0,1.2,10.0,3.0,3.0
125,2379.0,44.0,8.0,16.0,557.0,700.0,7.0,2.8,2.800000000000005
126,5059.0,26.0,78.0,73.0,333.0,300.0,21.0,3.6,3.600000000000003
127,3604.0,8.0,29.0,85.0,230.0,500.0,12.0,3.1,3.1000000000000005
128,2797.0,60.0,31.0,73.0,429.0,400.0,12.0,3.6,3.600000000000003
129,2812.0,674.0,45.0,68.0,37.0,1.7,16.0,3.8,3.800000000000007
130,3222.0,69.0,61.0,36.0,1649.0,300.0,25.0,3.8,3.600999999999997
131,5120.0,136.0,80.0,24.0,1340.0,800.0,7.0,3.9,3.899999999999995
132,2123.0,128.0,0.0,73.0,1649.0,400.0,19.0,3.8,3.797000000000007
133,1751.0,304.0,26.0,73.0,2034.0,400.0,29.0,3.0,3.622999999999999
134,984.0,99.0,82.0,16.0,579.0,600.0,21.0,3.8,3.800000000000007
135,6314.0,19.0,1.0,73.0,2221.0,200.0,3.0,3.4,3.3999999999999972
136,3228.0,6.0,20.0,37.0,1035.0,400.0,9.0,3.5,3.5
137,5184.0,504.0,1.0,16.0,654.0,550.0,3.0,4.2,4.199999999999992
138,1985.0,254.0,0.0,24.0,700.0,550.0,0.0,3.8,3.800000000000007
139,287.0,438.0,0.0,24.0,258.0,650.0,0.0,3.9,3.899999999999995
140,2441.0,816.0,35.0,57.0,931.0,1.2,15.0,4.4,4.399999999999992
141,1408.0,198.0,27.0,24.0,2146.0,650.0,9.0,4.1,4.089500000000006
142,3471.0,33.0,22.0,73.0,2077.0,400.0,16.0,3.8,3.7900000000000067
143,4547.0,9.0,0.0,83.0,1520.0,300.0,19.0,3.4,3.3999999999999972
144,6007.0,169.0,22.0,36.0,1585.0,400.0,18.0,4.3,4.2910000000000075
145,5833.0,1033.0,29.0,25.0,853.0,1.1,12.0,4.2,4.199999999999992
146,850.0,237.0,22.0,24.0,1467.0,1.2,17.0,4.5,4.465999999999999
147,3823.0,1244.0,43.0,64.0,41.0,1.2,18.0,4.4,4.399999999999992
148,2503.0,257.0,32.0,73.0,416.0,450.0,11.0,3.7,3.622999999999997
149,6034.0,483.0,43.0,24.0,1028.0,800.0,18.0,3.7,3.699999999999993
150,179.0,74.0,36.0,23.0,597.0,300.0,15.0,4.0,4.0
151,1988.0,9.0,22.0,24.0,1432.0,550.0,17.0,3.6,3.589000000000003
152,294.0,260.0,29.0,73.0,1585.0,300.0,0.0,4.0,4.078000000000006
153,6354.0,23.0,31.0,73.0,49.0,400.0,0.0,3.0,3.0009999999999994
154,2543.0,17.0,82.0,73.0,474.0,300.0,20.0,3.7,3.699999999999993
155,2169.0,95.0,40.0,73.0,1585.0,150.0,18.0,3.7,3.699999999999993
156,3063.0,11.0,0.0,73.0,398.0,300.0,0.0,3.0,3.0
157,3588.0,4.0,27.0,73.0,2.0,250.0,25.0,3.2,3.2139999999999946
158,3248.0,7.0,3.0,73.0,1421.0,300.0,13.0,3.3,3.2910000000000057
159,1423.0,97.0,29.0,25.0,2173.0,1.1,12.0,3.4,3.3999999999999972
160,2994.0,10.0,53.0,73.0,1479.0,400.0,27.0,3.5,3.4359999999999995
161,1169.0,15.0,22.0,73.0,1167.0,200.0,28.0,3.4,3.4959999999999973
162,3707.0,290.0,66.0,86.0,2018.0,600.0,26.0,4.2,4.105000000000003
163,2863.0,201.0,0.0,73.0,107.0,300.0,19.0,3.9,3.9039999999999946
164,3531.0,32.0,3.0,73.0,2149.0,150.0,12.0,3.8,3.800000000000007
165,2799.0,977.0,1.0,57.0,1207.0,1.3,1.0,3.8,3.800000000000007
166,990.0,102.0,31.0,16.0,531.0,800.0,3.0,4.1,4.100000000000006
167,1424.0,15.0,6.0,56.0,1102.0,250.0,28.0,3.7,3.6049999999999978
168,3724.0,626.0,44.0,24.0,768.0,600.0,19.0,3.9,3.899999999999995
169,5724.0,59.0,14.0,83.0,1164.0,300.0,5.0,3.8,3.800000000000007
170,5510.0,21.0,77.0,0.0,222.0,200.0,7.0,3.5,3.502
171,1567.0,475.0,45.0,24.0,2009.0,600.0,19.0,3.9,3.9029999999999943
172,4603.0,434.0,43.0,73.0,1948.0,400.0,16.0,3.7,3.699999999999993
173,3641.0,70.0,1.0,73.0,1102.0,500.0,1.0,3.8,3.7890000000000055
174,2133.0,69.0,50.0,73.0,1058.0,300.0,27.0,4.4,4.399999999999992
175,3797.0,65.0,8.0,74.0,1099.0,250.0,27.0,3.9,3.899999999999995
176,4455.0,25.0,45.0,6.0,1214.0,2.3,17.0,3.0,3.0
177,2333.0,11.0,20.0,73.0,2149.0,100.0,9.0,3.5,3.5
178,1906.0,60.0,51.0,16.0,612.0,800.0,20.0,4.1,4.100000000000006
179,60.0,105.0,8.0,24.0,804.0,1.0,21.0,3.9,3.899999999999995
180,1988.0,8.0,22.0,24.0,1432.0,550.0,16.0,3.5,3.508000000000001
181,2779.0,3421.0,55.0,24.0,1906.0,1.3,4.0,4.5,4.5
182,3583.0,10.0,54.0,73.0,1479.0,400.0,22.0,3.7,3.3690000000000015
183,6600.0,300.0,75.0,36.0,1839.0,400.0,28.0,4.3,4.164999999999995
184,6040.0,509.0,50.0,25.0,768.0,1.3,20.0,4.3,4.300000000000008
185,6311.0,21.0,76.0,24.0,789.0,700.0,26.0,3.0,2.948
186,3183.0,20.0,19.0,24.0,810.0,700.0,8.0,3.4,3.3969999999999976
187,2199.0,208.0,0.0,84.0,1532.0,200.0,18.0,4.0,4.0
188,6008.0,38.0,40.0,36.0,1585.0,400.0,17.0,3.3,3.300000000000006
189,6222.0,5.0,0.0,73.0,1969.0,250.0,0.0,3.4,3.3999999999999972
190,3307.0,542.0,61.0,36.0,1037.0,600.0,25.0,4.4,4.399999999999992
191,6288.0,466.0,54.0,50.0,2149.0,300.0,22.0,4.2,4.175999999999993
192,3832.0,7.0,59.0,73.0,1819.0,400.0,22.0,3.2,3.2319999999999953
193,5834.0,263.0,51.0,16.0,475.0,700.0,27.0,3.8,3.800000000000007
194,596.0,23.0,42.0,37.0,1302.0,250.0,19.0,3.8,3.431000000000002
195,4353.0,20.0,55.0,71.0,1649.0,1.2,23.0,3.4,3.3999999999999972
196,5756.0,5.0,20.0,0.0,230.0,250.0,9.0,3.2,3.2289999999999965
197,3776.0,247.0,31.0,16.0,564.0,400.0,13.0,3.9,3.899999999999995
198,4238.0,1094.0,88.0,6.0,1208.0,1.45,29.0,4.0,4.0
199,4692.0,174.0,35.0,37.0,1299.0,500.0,15.0,4.1,4.100000000000006
200,502.0,43.0,3.0,73.0,1100.0,500.0,0.0,3.1,3.0
201,3032.0,6.0,36.0,24.0,1243.0,800.0,14.0,3.3,3.300000000000006
202,5868.0,34.0,88.0,25.0,1785.0,800.0,29.0,3.7,3.699999999999993
203,3798.0,1233.0,6.0,24.0,1775.0,500.0,4.0,3.9,3.899999999999995
204,5221.0,76.0,44.0,73.0,272.0,500.0,16.0,3.8,3.800000000000007
205,6382.0,7.0,1.0,73.0,2278.0,100.0,1.0,3.4,3.329999999999997
206,2191.0,1265.0,31.0,26.0,1255.0,800.0,12.0,4.3,4.300000000000008
207,5429.0,34.0,89.0,62.0,66.0,300.0,19.0,3.7,3.699999999999993
208,5188.0,5446.0,27.0,24.0,1083.0,1.6,25.0,4.6,4.600000000000008
209,5119.0,217.0,16.0,24.0,1082.0,1.5,25.0,4.2,4.199999999999993
210,2342.0,4840.0,15.0,70.0,2008.0,1.3,21.0,4.7,4.699999999999992
211,241.0,39.0,0.0,73.0,1649.0,400.0,18.0,3.6,3.600000000000003
212,5514.0,34.0,43.0,6.0,2150.0,1.0,17.0,3.9,3.8749999999999973
213,4471.0,15.0,10.0,50.0,1585.0,300.0,11.0,3.7,3.699999999999993
214,4505.0,159.0,9.0,73.0,1670.0,450.0,23.0,3.1,3.1000000000000005
215,1138.0,152.0,82.0,46.0,19.0,2.8,7.0,4.3,4.300000000000008
216,3220.0,25.0,1.0,37.0,1302.0,200.0,3.0,2.9,2.9000000000000004
217,1189.0,8.0,44.0,73.0,1385.0,150.0,18.0,3.0,3.0
218,1861.0,608.0,20.0,24.0,1027.0,1.1,9.0,4.0,4.0310000000000015
219,2837.0,28.0,0.0,11.0,302.0,250.0,19.0,3.1,3.129000000000001
220,604.0,1250.0,44.0,24.0,1585.0,600.0,17.0,4.1,4.100000000000006
221,3177.0,253.0,31.0,37.0,1041.0,300.0,13.0,4.0,4.0
222,1155.0,111.0,55.0,24.0,1649.0,600.0,23.0,3.8,3.800000000000007
223,4119.0,202.0,29.0,24.0,1805.0,900.0,0.0,3.7,3.699999999999993
224,2192.0,164.0,48.0,24.0,1246.0,800.0,12.0,3.6,3.6900000000000035
225,3655.0,601.0,0.0,73.0,2038.0,700.0,0.0,4.1,4.099000000000006
226,958.0,15.0,82.0,73.0,1585.0,300.0,9.0,3.7,3.699999999999993
227,3977.0,369.0,22.0,24.0,59.0,550.0,16.0,3.9,3.8989999999999947
228,1048.0,341.0,6.0,16.0,523.0,1.0,4.0,4.0,4.0
229,49.0,738.0,45.0,7.0,16.0,1.4,0.0,3.9,3.899999999999995
230,1879.0,507.0,45.0,16.0,535.0,600.0,18.0,4.1,4.100000000000006
231,202.0,113.0,58.0,73.0,1657.0,450.0,9.0,3.6,3.600000000000003
232,65.0,106.0,9.0,73.0,2224.0,250.0,23.0,3.6,3.600000000000003
233,1753.0,268.0,66.0,73.0,2160.0,250.0,26.0,3.8,3.800000000000007
234,4223.0,763.0,29.0,24.0,1585.0,600.0,13.0,3.8,3.800000000000007
235,2264.0,2840.0,69.0,26.0,1367.0,800.0,5.0,4.2,4.199999999999992
236,2684.0,767.0,9.0,24.0,1600.0,700.0,6.0,4.2,4.199999999999992
237,5786.0,10547.0,44.0,25.0,1815.0,1.4,19.0,4.7,4.699999999999992
238,1056.0,51.0,88.0,24.0,866.0,600.0,6.0,3.7,3.699999999999993
239,3563.0,4.0,8.0,24.0,1585.0,700.0,21.0,3.0,3.0
240,6026.0,206.0,75.0,24.0,1585.0,800.0,28.0,3.8,3.800000000000007
241,2725.0,865.0,15.0,26.0,905.0,1.0,21.0,4.2,4.199999999999992
242,2371.0,163.0,31.0,73.0,1199.0,200.0,12.0,4.1,4.100000000000006
243,24.0,9.0,19.0,16.0,475.0,800.0,8.0,3.4,3.3999999999999972
244,4525.0,25.0,18.0,86.0,2018.0,500.0,0.0,3.6,3.615000000000003
245,1653.0,503.0,45.0,73.0,2299.0,300.0,18.0,3.9,3.899999999999995
246,3825.0,8.0,45.0,73.0,1819.0,250.0,17.0,3.5,3.5
247,2485.0,79.0,91.0,73.0,2167.0,450.0,24.0,3.5,3.5529999999999995
248,5356.0,7.0,55.0,82.0,2302.0,150.0,23.0,3.3,3.300000000000006
249,2671.0,26.0,27.0,73.0,1770.0,250.0,9.0,3.5,3.4960000000000004
250,5443.0,77.0,51.0,73.0,1700.0,500.0,20.0,2.7,2.773999999999995
251,2945.0,205.0,55.0,73.0,1585.0,350.0,23.0,3.7,3.699999999999993
252,3996.0,59.0,27.0,24.0,700.0,1.2,21.0,3.7,3.703999999999994
253,4410.0,21.0,0.0,86.0,1058.0,300.0,18.0,3.9,3.8909999999999947
254,572.0,73.0,45.0,84.0,1526.0,250.0,5.0,3.7,3.690999999999996
255,2986.0,2860.0,20.0,24.0,142.0,750.0,5.0,4.4,4.390999999999994
256,197.0,13.0,70.0,73.0,1940.0,350.0,16.0,3.1,3.1000000000000005
257,4641.0,162.0,15.0,24.0,839.0,700.0,5.0,3.7,3.699999999999993
258,2978.0,68.0,42.0,83.0,1531.0,400.0,18.0,3.9,3.899999999999995
259,4675.0,90.0,88.0,73.0,1590.0,500.0,29.0,3.8,3.4300000000000024
260,1052.0,90.0,1.0,16.0,475.0,650.0,13.0,3.8,3.800000000000007
261,1792.0,122.0,12.0,14.0,293.0,500.0,20.0,4.0,4.001
262,2837.0,28.0,0.0,11.0,302.0,250.0,18.0,3.1,3.1120000000000005
263,2596.0,100.0,88.0,73.0,1700.0,300.0,6.0,3.7,3.5349999999999984
264,5008.0,20.0,8.0,73.0,1422.0,400.0,7.0,3.0,3.0
265,3166.0,11.0,9.0,73.0,1400.0,400.0,29.0,3.0,3.0639999999999996
266,1481.0,14.0,9.0,37.0,1302.0,250.0,23.0,3.3,3.341999999999999
267,6530.0,7.0,8.0,73.0,899.0,800.0,5.0,3.6,3.600000000000003
268,3766.0,119.0,59.0,24.0,1670.0,500.0,24.0,3.2,3.199999999999994
269,3813.0,18.0,29.0,86.0,1935.0,100.0,12.0,3.7,3.5649999999999995
270,5020.0,518.0,29.0,24.0,2224.0,400.0,2.0,3.6,3.600000000000003
271,6455.0,12.0,0.0,0.0,222.0,300.0,0.0,3.5,3.5169999999999995
272,2381.0,21.0,43.0,73.0,69.0,450.0,18.0,2.9,2.9000000000000004
273,932.0,660.0,14.0,73.0,458.0,600.0,21.0,4.0,3.946999999999997
274,1888.0,5.0,55.0,83.0,1522.0,300.0,6.0,3.3,3.2960000000000043
275,6125.0,16.0,44.0,16.0,546.0,500.0,18.0,3.6,3.600000000000003
276,5427.0,100.0,35.0,73.0,810.0,300.0,15.0,3.9,3.8909999999999965
277,5528.0,133.0,0.0,73.0,1585.0,150.0,17.0,4.1,4.100000000000006
278,1062.0,26.0,69.0,73.0,778.0,300.0,20.0,3.6,3.600000000000003
279,4356.0,324.0,1.0,16.0,629.0,700.0,1.0,4.0,4.0
280,3982.0,111.0,78.0,24.0,1734.0,700.0,27.0,4.0,3.901
281,6191.0,75.0,89.0,24.0,918.0,1.0,17.0,3.8,3.800000000000007
282,4113.0,302.0,70.0,24.0,1245.0,1.0,21.0,4.1,4.100000000000006
283,1920.0,105.0,43.0,6.0,1207.0,1.5,16.0,3.9,3.899999999999995
284,3252.0,291.0,47.0,40.0,1052.0,500.0,18.0,3.8,3.800000000000007
285,2257.0,39.0,27.0,11.0,1309.0,200.0,25.0,3.5,3.6700000000000013
286,3180.0,5.0,16.0,0.0,238.0,300.0,11.0,3.5,3.4630000000000005
287,1145.0,601.0,45.0,24.0,1354.0,1.1,16.0,4.1,4.100000000000006
288,32.0,157.0,89.0,24.0,1649.0,450.0,13.0,3.9,3.892999999999995
289,5901.0,765.0,82.0,25.0,35.0,1.2,9.0,4.1,4.100000000000006
290,5448.0,153.0,85.0,16.0,622.0,300.0,7.0,4.1,4.100000000000006
291,3424.0,27.0,82.0,73.0,2278.0,100.0,21.0,3.9,3.853999999999995
292,5187.0,1389.0,46.0,24.0,921.0,1.1,16.0,4.0,4.0
293,6233.0,4.0,66.0,73.0,2149.0,400.0,26.0,3.3,3.300000000000006
294,5002.0,86.0,65.0,7.0,982.0,1.5,20.0,3.9,3.899999999999995
295,1804.0,9.0,77.0,73.0,2149.0,150.0,20.0,3.4,3.3999999999999972
296,1425.0,6.0,1.0,73.0,1195.0,100.0,3.0,3.1,3.1000000000000005
297,3584.0,2650.0,12.0,16.0,475.0,600.0,21.0,4.4,4.399999999999992
298,1975.0,45.0,45.0,73.0,1114.0,300.0,18.0,2.7,2.699999999999995
299,1640.0,33.0,55.0,38.0,1037.0,800.0,28.0,3.8,3.800000000000007
300,987.0,34.0,29.0,16.0,597.0,900.0,12.0,3.1,3.451999999999998
301,5643.0,29.0,31.0,50.0,839.0,400.0,0.0,3.6,3.600000000000003
302,2084.0,141.0,44.0,16.0,619.0,1.2,17.0,4.1,4.100000000000006
303,5943.0,218.0,80.0,24.0,2126.0,850.0,7.0,4.4,4.399999999999992
304,3671.0,85.0,46.0,73.0,1585.0,400.0,0.0,3.9,3.899999999999995
305,3276.0,35.0,75.0,13.0,303.0,200.0,10.0,3.7,3.699999999999993
306,6330.0,2878.0,75.0,67.0,1805.0,1.4,28.0,4.5,4.5
307,3193.0,47.0,0.0,37.0,1297.0,200.0,0.0,3.7,3.6919999999999935
308,4140.0,9.0,88.0,24.0,977.0,1.0,6.0,3.5,3.5
309,1599.0,34.0,29.0,16.0,509.0,500.0,0.0,3.7,3.699999999999993
310,6552.0,9.0,59.0,73.0,2000.0,300.0,24.0,3.6,3.5720000000000023
311,5566.0,34.0,64.0,73.0,1102.0,200.0,22.0,3.7,3.5349999999999993
312,2894.0,60.0,80.0,73.0,1167.0,400.0,27.0,3.3,3.300000000000006
313,1048.0,3006.0,40.0,16.0,523.0,1.0,16.0,4.1,4.100000000000006
314,3625.0,4432.0,31.0,24.0,402.0,600.0,12.0,4.5,4.472999999999998
315,3931.0,4.0,8.0,56.0,2316.0,150.0,7.0,3.4,3.3999999999999972
316,2903.0,321.0,45.0,24.0,50.0,500.0,0.0,3.9,3.842999999999996
317,5254.0,121.0,84.0,24.0,1671.0,800.0,6.0,4.0,4.0
318,5162.0,14.0,72.0,73.0,2198.0,350.0,24.0,3.5,3.5
319,1765.0,371.0,19.0,36.0,1102.0,450.0,10.0,4.0,3.840000000000003
320,4130.0,72.0,6.0,56.0,1302.0,300.0,28.0,3.8,3.800000000000007
321,4056.0,21.0,0.0,86.0,398.0,600.0,19.0,3.2,3.2079999999999944
